Sunternal,3257147,1,www.sunternalsolar.com,"Albuquerque, NM","",,"",51 to 200 employees,https://grnh.se/d39490053us
Superunion,20773,1,www.superunion.com,"London, United Kingdom",Business Services,Advertising & Marketing,,501 to 1000 employees,https://grnh.se/591d06191us
Supplemental Health Care,311983,1,www.shccares.com,"Park City, UT",Health Care,Health Care Services & Hospitals,,501 to 1000 employees,https://grnh.se/c1b2f29a1us
Sustainable Apparel Coalition,927545,1,www.apparelcoalition.org,"San Francisco, CA",,,,1 to 50 employees,https://grnh.se/9e18da7e2us
sweetgreen,657486,1,www.sweetgreen.com,"Culver City, CA","Restaurants, Bars & Food Services",Fast-Food & Quick-Service Restaurants,,1001 to 5000 employees,https://grnh.se/f1cf4c991us
Syapse,510890,1,www.syapse.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/9ec3951c1us
T3,15006,1,www.t-3.com,"Austin, TX",Business Services,Advertising & Marketing,,201 to 500 employees,https://grnh.se/b1d3fb012us
Taco Bell,10091,1,www.tacobell.com,"Irvine, CA","Restaurants, Bars & Food Services",Fast-Food & Quick-Service Restaurants,,10000+ employees,https://grnh.se/dac6a1461us
Tailwind,771559,1,www.tailwindapp.com,"Oklahoma City, OK",Information Technology,Internet,,51 to 200 employees,https://grnh.se/ce3efdbd3us
Talespin,1166966,1,www.talespin.company,"Culver City, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/a174c8402us
Talkdesk,999845,1,www.talkdesk.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,501 to 1000 employees,https://grnh.se/4816b8c51us
Taptica,761196,1,www.taptica.com,"Tel Aviv-Yafo, Israel",Telecommunications,Telecommunications Services,$10 to $25 million (USD) per year,1 to 50 employees,https://grnh.se/7c6aebf42us
TCGplayer,1061293,1,www.tcgplayer.com,"Syracuse, NY",Retail,Toy & Hobby Stores,,51 to 200 employees,https://grnh.se/6f8d6cac1us
Gary Mann Real Estate & Team Up Real Estate,1863443,1,www.servingmoseslake.com,"Moses Lake, WA",,,,1 to 50 employees,https://grnh.se/d7d53d5a1us
Teamworthy Ventures,2442801,1,www.teamworthy.com,"New York, NY",,,,1 to 50 employees,https://grnh.se/3e73a7343us
Technical Assent,2916499,1,www.technicalassent.com,"Arlington, VA",,,,Unknown,https://grnh.se/47bdfd792
Techstars,460555,1,www.techstars.com,"Boulder, CO",Finance,Venture Capital & Private Equity,,201 to 500 employees,https://grnh.se/53986e962us
TeePublic,1431084,1,www.teepublic.com,"New York, NY",Retail,Media & Entertainment Retail Stores,,1 to 50 employees,https://grnh.se/c6577e381us
Tekion,1501014,1,www.tekion.com,"San Ramon, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/390a79f23us
TeleTeachers,2969646,1,www.teleteachers.com,"Chicago, IL","",,"",1 to 50 employees,https://grnh.se/67bc89ce2us
Teltech,911443,1,www.teltech.co,"South Amboy, NJ",Telecommunications,Telecommunications Services,$5 to $10 million (USD),51 to 200 employees,https://grnh.se/0fc115572us
Templafy,1885156,1,www.templafy.com,"Copenhagen, Denmark",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/0b8370a63us
Tenfold,9158,1,www.tenfold.com,"Austin, TX",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/fke8at1
Teralytics,911686,1,www.teralytics.ch,"Zurich, Switzerland",Information Technology,IT Services,,51 to 200 employees,https://grnh.se/1b45dcbc1us
Terramera,1804827,1,www.terramera.com,"Vancouver, BC (Canada), Canada",,,,51 to 200 employees,https://grnh.se/c85884751us
Testlio,1142764,1,www.testlio.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/27a895af1us
Textio,1554391,1,www.textio.com,"Seattle, WA",Information Technology,Enterprise Software & Network Solutions,"",51 to 200 employees,https://grnh.se/a70e1f0b3us
Thanx,922325,1,www.thanx.com,"San Francisco, CA",Information Technology,Internet,,51 to 200 employees,https://grnh.se/d8fd3e6e3us
The Dedham Group,703706,1,www.dedhamgroup.com,"New York, NY",Business Services,Consulting,,1 to 50 employees,https://grnh.se/5fde760b1us
The Gunter Group,1289463,1,www.guntergroupconsulting.com,"Portland, OR",Business Services,Consulting,,1 to 50 employees,https://grnh.se/ee6ef3371us
The Woodruff Holding Company,941436,1,www.woodruffre.com,"Columbus, GA",Real Estate,Real Estate,,201 to 500 employees,https://grnh.se/84d9b82a3us
The Humane League,848003,1,www.thehumaneleague.com,"Philadelphia, PA",Non-Profit,Social Assistance,,1 to 50 employees,https://grnh.se/65285a061us
The Information,1522219,1,www.theinformation.com,"San Francisco, CA",Media,News Outlet,,1 to 50 employees,https://grnh.se/0d4f4c683us
National Alliance for Public Charter Schools,975113,1,www.publiccharters.org,"Washington, DC",Education,K-12 Education,,1 to 50 employees,https://grnh.se/1ac86c7e1us
The Refinery Creative,308260,1,www.therefinerycreative.com,"Sherman Oaks, CA",Business Services,Advertising & Marketing,,51 to 200 employees,https://grnh.se/cf3768b22
Think Academy International Education,4245362,1,www.thinkacademy.sg,"Singapore, Singapore","",,Unknown / Non-Applicable per year,Unknown,https://grnh.se/bddd6a2d3us
Thinkific,1337450,1,www.thinkific.com,"Vancouver, Canada",Information Technology,Internet,,51 to 200 employees,https://grnh.se/0fadf7472us
Thrasio,2541465,1,www.thras.io,"Walpole, MA",Retail,Other Retail Stores,,51 to 200 employees,https://grnh.se/325a6e622us
Threads,3359242,1,www.threads.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,"",1 to 50 employees,https://grnh.se/7765c7fc3us
Ping,2411087,1,www.timebyping.com,"San Francisco, CA",Information Technology,IT Services,,1 to 50 employees,https://grnh.se/d92341232us
TopstepTrader,811459,1,www.topsteptrader.com,"Chicago, IL",Finance,Brokerage Services,,1 to 50 employees,https://grnh.se/c04de29e3us
Townsquare Media,328673,1,www.townsquaremedia.com,"Greenwich, CT",Media,Radio,$100 to $500 million (USD) per year,1001 to 5000 employees,https://grnh.se/42e2124b1us
Toyota Connected,1323101,1,www.toyotaconnected.com,"Plano, TX",Information Technology,IT Services,,51 to 200 employees,https://grnh.se/3898a8882us
TrackVia,672722,1,www.trackvia.com,"Denver, CO",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/3fc9b9bd3us
Tractable,1078532,1,www.tractable.ai,"London, United Kingdom",Information Technology,Enterprise Software & Network Solutions,"",51 to 200 employees,https://grnh.se/02586e6a2us
Transcend,1533273,1,www.transcendeducation.org,,,,,1 to 50 employees,https://grnh.se/494ce89a1us
Transmit Security,2897849,1,www.transmitsecurity.com,"Boston, MA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/ec8e35bb2us
Traveloka,1032212,1,www.traveloka.com,"Jakarta, Indonesia",Information Technology,Internet,,1001 to 5000 employees,https://grnh.se/bfe4ad393us
Treacy & Company,447678,1,www.treacyandco.com,"Needham, MA",Business Services,Consulting,,1 to 50 employees,https://grnh.se/7a0puy
TriAd Media Solutions,381138,1,www.triadms.com,"Hoboken, NJ",Business Services,Advertising & Marketing,,1 to 50 employees,https://grnh.se/f1734cce3us
Tridge,1966684,1,www.tridge.com,"Seoul, South Korea",Information Technology,Enterprise Software & Network Solutions,"",51 to 200 employees,https://grnh.se/7c0597483us
Trifacta,770886,1,www.trifacta.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/2425bac43us
Trilogy Education Services,4041837,1,www.trilogyed.com,"New York, NY","",,Unknown / Non-Applicable per year,201 to 500 employees,https://grnh.se/e48c1c5f2us
Triplebyte,1090305,1,www.triplebyte.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/bf5e28773
TRON,2234655,1,www.tron.network,"San Francisco, CA",Information Technology,Internet,Unknown / Non-Applicable,201 to 500 employees,https://grnh.se/07b8a8b42us
TrueMotion,1123790,1,www.gotruemotion.com,"Boston, MA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/4d31a5011us
Trustpilot,448121,1,www.trustpilot.com,"Copenhagen, Denmark",Information Technology,Internet,,501 to 1000 employees,https://grnh.se/8f376c801us
Tubi,1264931,1,www.tubitv.com,"San Francisco, CA",Information Technology,Internet,,51 to 200 employees,https://grnh.se/27b1fad91us
Tumblr,458427,1,www.tumblr.com,"New York, NY",Information Technology,Internet,,51 to 200 employees,https://grnh.se/ef4e11921us
Turner,2874861,1,www.turner.nl,"Leusden, Netherlands",Business Services,Consulting,"",51 to 200 employees,https://grnh.se/d7a87eeb3us
TVG,478243,1,www.tvg.com,"Los Angeles, CA",Information Technology,Internet,Less than $1 million (USD) per year,201 to 500 employees,https://grnh.se/ce1275ab1us
Typeform,991912,1,www.typeform.com,"Barcelona, Spain",Information Technology,Internet,,201 to 500 employees,https://grnh.se/7144f7ca1us
Ubiquity6,2559930,1,www.ubiquity6.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/6020e9862us
UDig,133545,1,www.udig.com,"Richmond, VA",Business Services,Consulting,,51 to 200 employees,https://grnh.se/b093dea03us
Under Armour,15422,1,www.underarmour.com,"Baltimore, MD",Retail,Sporting Goods Stores,$2 to $5 billion (USD) per year,10000+ employees,https://grnh.se/577273ed1us
Unibuddy,2280928,1,www.unibuddy.com,"London, United Kingdom",Information Technology,Computer Hardware & Software,"",51 to 200 employees,https://grnh.se/a35b75823us
Unity Technologies,455854,1,www.unity3d.com,"San Francisco, CA",Information Technology,Computer Hardware & Software,,1001 to 5000 employees,https://grnh.se/1abfdef81us
Uptake,978686,1,www.uptake.com,"Chicago, IL",Information Technology,Computer Hardware & Software,,501 to 1000 employees,https://grnh.se/0c43f6091us
Urbn Leaf,2244457,1,www.urbnleaf.com,"San Diego, CA",,,,201 to 500 employees,https://grnh.se/46e5491f2us
ustwo,718003,1,www.ustwo.com,"London, United Kingdom",Information Technology,Internet,,201 to 500 employees,https://grnh.se/a52467732us
Utmost,3283128,1,www.utmost.co,"Dublin, Ireland","",,"",1 to 50 employees,https://grnh.se/1e853a583us
Valimail,1285141,1,www.valimail.com,"San Francisco, CA",Information Technology,Internet,,51 to 200 employees,https://grnh.se/dfa264703us
Vanta,1043300,1,www.vantacp.com,"Madison, WI",,,,1 to 50 employees,https://grnh.se/d52105a42us
Vatic Labs,1089289,1,www.vaticlabs.com,"San Francisco, CA",,,,1 to 50 employees,https://grnh.se/3mcr1o
VaynerX,4216899,1,www.vaynerx.com,"New York, NY","",,"",501 to 1000 employees,https://grnh.se/b58952de1us
VectorUSA,343468,1,www.vectorusa.com,"Torrance, CA",Information Technology,Enterprise Software & Network Solutions,,201 to 500 employees,https://grnh.se/15c3ea933us
Vectra,687550,1,www.vectravisual.com,"Columbus, OH",Accounting & Legal,Accounting,,51 to 200 employees,https://grnh.se/7d04e9421us
Vedanta biosciences,1401201,1,www.vedantabio.com,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,51 to 200 employees,https://grnh.se/058c4f542us
Velocity Electronics,266298,1,www.velocityelec.com,"Austin, TX",Business Services,Wholesale,,51 to 200 employees,https://grnh.se/88fe999d1us
Venafi,542603,1,www.venafi.com,"Salt Lake City, UT",Information Technology,Enterprise Software & Network Solutions,,201 to 500 employees,https://grnh.se/5ff30d8b1us
Vend,719932,1,www.vendhq.com,"Auckland, New Zealand",Information Technology,Internet,,201 to 500 employees,https://grnh.se/9afb2c751us
Versus Systems,1380180,1,www.versussystems.com,"Los Angeles, CA",Information Technology,Enterprise Software & Network Solutions,Unknown / Non-Applicable,1 to 50 employees,https://grnh.se/3b3822f81us
Viber,1001750,1,www.viber.com,"Luxembourg, Luxembourg",Information Technology,Internet,,201 to 500 employees,https://grnh.se/5244fe711us
Vidmob,2054231,1,www.vidmob.com,"New York, NY","Arts, Entertainment & Recreation",Audiovisual,,51 to 200 employees,https://grnh.se/0566a26c3
Vimeo,563760,1,www.vimeo.com,"New York, NY",Information Technology,Internet,,501 to 1000 employees,https://grnh.se/69c3252e1us
Vindex Systems,2984364,1,www.vindexsystems.com,"Crawley, United Kingdom","",,"",Unknown,https://grnh.se/e2f1a9f93us
Virtu Financial,337434,1,www.virtu.com,"New York, NY",Finance,Brokerage Services,$100 to $500 million (USD) per year,501 to 1000 employees,https://grnh.se/35c2067a2us
Volant Trading,407755,1,www.volanttrading.com,"New York, NY",Finance,Stock Exchanges,,1 to 50 employees,https://grnh.se/00d6181a2us
Walker Sands,647878,1,www.walkersands.com,"Chicago, IL",Business Services,Advertising & Marketing,,51 to 200 employees,https://grnh.se/08165ba51us
Water Systems Consulting,2397510,1,www.wsc-inc.com,"San Luis Obispo, CA",Business Services,Architectural & Engineering Services,,1 to 50 employees,https://grnh.se/6b6a61a72us
Wayfair,134525,1,www.wayfair.com,"Boston, MA",Retail,Home Furniture & Housewares Stores,$5 to $10 billion (USD) per year,10000+ employees,https://grnh.se/b2b2a2fd2us
WebBank,307070,1,www.webbank.com,"Salt Lake City, UT",Finance,Lending,,51 to 200 employees,https://grnh.se/d56856b41us
Weedmaps,1013617,1,www.weedmaps.com,"Irvine, CA",Information Technology,Internet,,201 to 500 employees,https://grnh.se/74cdd6482us
Well Health,2108594,1,www.wellapp.com,"Santa Barbara, CA",Health Care,Health Care Services & Hospitals,,51 to 200 employees,https://grnh.se/a0b72b7c2us
West Cancer Center,1471330,1,www.westcancercenter.org,"Germantown, TN",,,,501 to 1000 employees,https://grnh.se/6bce64862us
Walters Gaiennie Auto Group,1107738,1,www.wgautogroup.com,"Nicholasville, KY",,,Unknown / Non-Applicable per year,201 to 500 employees,https://grnh.se/38372a122us
Wieden+Kennedy,15795,1,www.wk.com,"Portland, OR",Business Services,Advertising & Marketing,,1001 to 5000 employees,https://grnh.se/ed619e783us
Wikimedia Foundation,38331,1,www.wikimediafoundation.org,"San Francisco, CA",Information Technology,Internet,,201 to 500 employees,https://grnh.se/816a59971us
WillowTree,512911,1,www.willowtreeapps.com,"Charlottesville, VA",Information Technology,Enterprise Software & Network Solutions,,501 to 1000 employees,https://grnh.se/53673e2c2us
Wistia,986576,1,www.wistia.com,"Cambridge, MA",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/7fa0aaa11us
Womply,807886,1,www.womply.com,"San Francisco, CA",Information Technology,Enterprise Software & Network Solutions,,51 to 200 employees,https://grnh.se/f7f29d761us
Wood Rodgers,258653,1,www.woodrodgers.com,"Sacramento, CA",Business Services,Architectural & Engineering Services,,201 to 500 employees,https://grnh.se/3363a5b72
Wood-Mizer,229208,1,www.woodmizer.com,"Indianapolis, IN",Manufacturing,Consumer Products Manufacturing,,201 to 500 employees,https://grnh.se/fwc8p61
Sky Blue,1000434,1,www.skybluefc.com,"Morristown, NJ",,,Less than $1 million (USD) per year,1 to 50 employees,https://grnh.se/2166e82a1
Workato,1333040,1,www.workato.com,"Mountain View, CA",Information Technology,Enterprise Software & Network Solutions,,201 to 500 employees,https://grnh.se/e93d7dca2us
WPP,4035,1,www.wpp.com,"London, United Kingdom",Business Services,Advertising & Marketing,$10+ billion (USD) per year,10000+ employees,https://grnh.se/e69c76d02
WRG (Texas),3048915,1,www.wrgtexas.com,"Carrollton, TX",Business Services,Building & Personnel Services,"",51 to 200 employees,https://grnh.se/0aa443c21us
Wurl,1948537,1,www.wurl.com,"Palo Alto, CA",Media,TV Broadcast & Cable Networks,"",1 to 50 employees,https://grnh.se/ab2965e53us
GQR Global Markets,704854,1,www.gqrgm.com,"Los Angeles, CA",Business Services,Staffing & Outsourcing,,51 to 200 employees,https://grnh.se/aa29e14d2us
YETI,417680,1,www.yeti.com,"Austin, TX",Manufacturing,Consumer Products Manufacturing,$500 million to $1 billion (USD) per year,501 to 1000 employees,https://grnh.se/8dd1daba1us
Yext,312260,1,www.yext.com,"New York, NY",Information Technology,Internet,$100 to $500 million (USD) per year,1001 to 5000 employees,https://grnh.se/41693f6a1us
Yotascale,2941622,1,www.yotascale.com,"Menlo Park, CA","",,"",1 to 50 employees,https://grnh.se/b43d5ad83us
Yotpo,860943,1,www.yotpo.com,"Tel Aviv-Yafo, Israel",Information Technology,Computer Hardware & Software,,201 to 500 employees,https://grnh.se/92c5d7e21us
Yousician,1539498,1,www.yousician.com,"Helsinki, Finland",Information Technology,Computer Hardware & Software,,51 to 200 employees,https://grnh.se/5302cbf52us
Yup,1272843,1,www.yup.com,"San Francisco, CA",Education,K-12 Education,,1 to 50 employees,https://grnh.se/331de9573
Zifo RnD Solutions,718461,1,www.zifotech.com,"Chennai, India",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,501 to 1000 employees,https://grnh.se/0b2163bf3us
